Gene Expression	RP4-758J18.7
Gene Expression	TMEM88B
Gene Expression	LINC01770
Gene Expression	VWA1
Gene Expression	ATAD3C
Gene Expression	ATAD3B
Gene Expression	RP5-832C2.8
Gene Expression	ATAD3A
Gene Expression	TMEM240
Gene Expression	SSU72
Gene Expression	RP5-832C2.5
Gene Expression	RP11-345P4.11
Gene Expression	FNDC10
Gene Expression	RP11-345P4.12
Gene Expression	RP11-345P4.9
Gene Expression	MIB2
Gene Expression	MMP23B
Gene Expression	CDK11B
Gene Expression	RP11-345P4.10
Gene Expression	SLC35E2B
Gene Expression	RP11-345P4.6
Gene Expression	MMP23A
Gene Expression	CDK11A
Gene Expression	RP1-283E3.8
Gene Expression	RP1-283E3.4
Gene Expression	SLC35E2A
Gene Expression	NADK
Gene Expression	GNB1
Gene Expression	RP1-140A9.1
Gene Expression	CALML6
Gene Expression	TMEM52
Gene Expression	CFAP74
Gene Expression	RP11-547D24.1
Gene Expression	GABRD
Gene Expression	RP11-547D24.3
Gene Expression	PRKCZ
Gene Expression	RP5-892K4.1
Gene Expression	PRKCZ-AS1
Gene Expression	FAAP20
Gene Expression	RP11-181G12.4
Gene Expression	SKI
Gene Expression	RP11-181G12.8
Gene Expression	MORN1
Gene Expression	RP4-713A8.1
Gene Expression	RP4-740C4.5
Gene Expression	RP4-740C4.7
Gene Expression	RER1
Gene Expression	PEX10
Gene Expression	PLCH2
Gene Expression	RP3-395M20.2
Gene Expression	RP3-395M20.3
Gene Expression	PANK4
Gene Expression	HES5
Gene Expression	RP3-395M20.12
Gene Expression	TNFRSF14-AS1
Gene Expression	TNFRSF14
Gene Expression	RP3-395M20.7
Gene Expression	RP3-395M20.9
Gene Expression	PRXL2B
Gene Expression	MMEL1
Gene Expression	MMEL1-AS1
Gene Expression	TTC34
Gene Expression	ABC14-1188822O7.2
Gene Expression	ABC14-1188822O7.1
Gene Expression	RP11-740P5.2
Gene Expression	RP11-740P5.4
Gene Expression	RP11-740P5.3
Gene Expression	RP5-907A6.1
Gene Expression	ACTRT2
Gene Expression	PRDM16-DT
Gene Expression	PRDM16
Gene Expression	MIR4251
Gene Expression	RP1-163G9.2
Gene Expression	RP11-193J6.1
Gene Expression	RP11-22L13.1
Gene Expression	RP4-785P20.3
Gene Expression	RP4-785P20.2
Gene Expression	ARHGEF16
Gene Expression	RP11-168F9.2
Gene Expression	MEGF6
Gene Expression	MIR551A
Gene Expression	RP11-46F15.2
Gene Expression	TPRG1L
Gene Expression	WRAP73
Gene Expression	TP73
Gene Expression	TP73-AS3
Gene Expression	TP73-AS2
Gene Expression	TP73-AS1
Gene Expression	ENSG10010138423.1
Gene Expression	CCDC27
Gene Expression	SMIM1
Gene Expression	LRRC47
Gene Expression	RN7SL574P
Gene Expression	RP1-286D6.5
Gene Expression	CEP104
Gene Expression	DFFB
Gene Expression	C1orf174
Gene Expression	LINC01134
Gene Expression	LINC01346
Gene Expression	LINC01345
Gene Expression	LINC02780
Gene Expression	RP11-718D19.2
Gene Expression	EEF1DP6
Gene Expression	LINC01777
Gene Expression	RP5-1166F10.2
Gene Expression	RP1-37J18.1
Gene Expression	LINC01646
Gene Expression	AJAP1
Gene Expression	RP1-77N19.1
Gene Expression	RP4-603B14.2
Gene Expression	LINC02781
Gene Expression	LINC02782
Gene Expression	RP4-703E10.1
Gene Expression	RP1-58B11.2
Gene Expression	RP1-58B11.3
Gene Expression	RP1-58B11.1
Gene Expression	RP3-491M17.1
Gene Expression	RP11-154H17.1
Gene Expression	ENSG00000264341
Gene Expression	MIR4689
Gene Expression	NPHP4
Gene Expression	KCNAB2
Gene Expression	CHD5
Gene Expression	RP1-120G22.12
Gene Expression	RPL22
Gene Expression	RNF207-AS1
Gene Expression	RNF207
Gene Expression	ICMT
Gene Expression	LINC00337
Gene Expression	HES3
Gene Expression	GPR153
Gene Expression	ACOT7
Gene Expression	RP1-202O8.3
Gene Expression	HES2
Gene Expression	ESPN
Gene Expression	MIR4252
Gene Expression	RP1-202O8.2
Gene Expression	TNFRSF25
Gene Expression	PLEKHG5
Gene Expression	NOL9
Gene Expression	RNU6-731P
Gene Expression	RP11-58A11.2
Gene Expression	TAS1R1
Gene Expression	ZBTB48
Gene Expression	KLHL21
Gene Expression	PHF13
Gene Expression	THAP3
Gene Expression	DNAJC11
Gene Expression	LINC01672
Gene Expression	RP11-242F24.2
Gene Expression	CAMTA1-DT
Gene Expression	CAMTA1
Gene Expression	RP11-312B8.2
Gene Expression	RP11-334N17.1
Gene Expression	RNU1-8P
Gene Expression	CAMTA1-IT1
Gene Expression	CAMTA1-AS2
Gene Expression	CAMTA1-AS1
Gene Expression	RP11-338N10.1
Gene Expression	RP11-338N10.2
Gene Expression	RP11-338N10.3
Gene Expression	VAMP3
Gene Expression	RP3-467L1.6
Gene Expression	PER3
Gene Expression	RP3-467L1.4
Gene Expression	UTS2
Gene Expression	TNFRSF9
Gene Expression	RP5-892F13.2
Gene Expression	PARK7
Gene Expression	Y_RNA
Gene Expression	CTA-215D11.6
Gene Expression	CTA-215D11.5
Gene Expression	ERRFI1
Gene Expression	RP11-431K24.1
Gene Expression	CTA-215D11.4
Gene Expression	RP11-431K24.2
Gene Expression	LINC01714
Gene Expression	RNU1-7P
Gene Expression	RP11-431K24.4
Gene Expression	RNU6-991P
Gene Expression	SLC45A1
Gene Expression	Y_RNA
Gene Expression	RERE
Gene Expression	RERE-AS1
Gene Expression	ENSG10010135148.1
Gene Expression	RP5-1115A15.2
Gene Expression	RPL7P11
Gene Expression	RPL7P7
Gene Expression	Y_RNA
Gene Expression	RP4-633I8.3
Gene Expression	RP4-633I8.4
Gene Expression	RPL23AP19
Gene Expression	ENO1
Gene Expression	MIR6728
Gene Expression	ENO1-AS1
Gene Expression	RNU6-304P
Gene Expression	HMGN2P17
Gene Expression	RP3-477M7.5
Gene Expression	RP3-477M7.6
Gene Expression	CA6
Gene Expression	RN7SL451P
Gene Expression	SLC2A7
Gene Expression	SLC2A5
Gene Expression	ENSG10010139882.1
Gene Expression	GPR157
Gene Expression	MIR34AHG
Gene Expression	MIR34A
Gene Expression	LNCTAM34A
Gene Expression	H6PD
Gene Expression	SPSB1
Gene Expression	CTD-2510L9.2
Gene Expression	LINC02606
Gene Expression	RNA5SP40
Gene Expression	RP13-392I16.1
Gene Expression	SLC25A33
Gene Expression	RP13-15M17.1
Gene Expression	TMEM201
Gene Expression	PIK3CD
Gene Expression	PIK3CD-AS1
Gene Expression	RP11-558F24.2
Gene Expression	PIK3CD-AS2
Gene Expression	CLSTN1
Gene Expression	MZT1P1
Gene Expression	RP11-84A14.7
Gene Expression	CTNNBIP1
Gene Expression	RP11-84A14.5
Gene Expression	RP11-84A14.8
Gene Expression	LZIC
Gene Expression	RP11-84A14.4
Gene Expression	NMNAT1
Gene Expression	RN7SKP269
Gene Expression	TMEM274P
Gene Expression	MIR5697
Gene Expression	RP11-807G9.2
Gene Expression	RBP7
Gene Expression	UBE4B
Gene Expression	RP11-496H15.2
Gene Expression	PGAM1P11
Gene Expression	RNU6-828P
Gene Expression	KIF1B
Gene Expression	ENSG00000264881
Gene Expression	RNU6-37P
Gene Expression	RN7SL731P
Gene Expression	RP4-736L20.4
Gene Expression	RP4-736L20.5
Gene Expression	PGD
Gene Expression	RP4-736L20.3
Gene Expression	CENPS-CORT
Gene Expression	CENPS
Gene Expression	CORT
Gene Expression	DFFA
Gene Expression	RP5-1113E3.3
Gene Expression	PEX14
Gene Expression	RP4-734G22.4
Gene Expression	RN7SL614P
Gene Expression	CASZ1
Gene Expression	RP4-734G22.3
Gene Expression	HSPE1P24
Gene Expression	C1orf127
Gene Expression	CFL1P6
Gene Expression	TARDBP
Gene Expression	MASP2
Gene Expression	SRM
Gene Expression	EXOSC10
Gene Expression	RP4-635E18.7
Gene Expression	EXOSC10-AS1
Gene Expression	MTOR
Gene Expression	MTOR-AS1
Gene Expression	RNU6-537P
Gene Expression	ANGPTL7
Gene Expression	RNU6-291P
Gene Expression	RPL39P6
Gene Expression	UBIAD1
Gene Expression	UBE2V2P3
Gene Expression	RP4-796F18.3
Gene Expression	MTCYBP45
Gene Expression	DISP3
Gene Expression	RP11-149P14.2
Gene Expression	LINC01647
Gene Expression	RP3-330O12.5
Gene Expression	FBXO2
Gene Expression	FBXO44
Gene Expression	FBXO6
Gene Expression	MAD2L2
Gene Expression	DRAXIN
Gene Expression	AGTRAP
Gene Expression	C1orf167
Gene Expression	C1orf167-AS1
Gene Expression	MTHFR
Gene Expression	CLCN6
Gene Expression	ENSG10010138681.1
Gene Expression	ENSG10010135835.1
Gene Expression	NPPA
Gene Expression	ENSG10010134403.1
Gene Expression	NPPB
Gene Expression	SBF1P2
Gene Expression	RP5-934G17.7
Gene Expression	RNU5E-1
Gene Expression	RNU5E-4P
Gene Expression	KIAA2013
Gene Expression	PLOD1
Gene Expression	RP5-1077B9.6
Gene Expression	MFN2
Gene Expression	RP5-1077B9.5
Gene Expression	MIIP
Gene Expression	Y_RNA
Gene Expression	MIR6729
Gene Expression	RN7SL649P
Gene Expression	TNFRSF8
Gene Expression	RNU6-777P
Gene Expression	RPL23AP89
Gene Expression	RP11-426M1.3
Gene Expression	MIR7846
Gene Expression	TNFRSF1B
Gene Expression	MIR4632
Gene Expression	RPL10P17
Gene Expression	SNORA70
Gene Expression	VPS13D
Gene Expression	SNORA59A
Gene Expression	LINC02766
Gene Expression	DHRS3
Gene Expression	RNU6ATAC18P
Gene Expression	MIR6730
Gene Expression	RP11-474O21.5
Gene Expression	AADACL4
Gene Expression	RP11-474O21.2
Gene Expression	AADACL3
Gene Expression	C1orf158
Gene Expression	PRAMEF12
Gene Expression	PRAMEF1
Gene Expression	LINC01784
Gene Expression	PRAMEF11
Gene Expression	PRAMEF30P
Gene Expression	HNRNPCL1
Gene Expression	PRAMEF2
Gene Expression	PRAMEF4
Gene Expression	PRAMEF10
Gene Expression	PRAMEF7
Gene Expression	RNU6-1072P
Gene Expression	PRAMEF29P
Gene Expression	PRAMEF6
Gene Expression	PRAMEF28P
Gene Expression	PRAMEF27
Gene Expression	HNRNPCL3
Gene Expression	PRAMEF25
Gene Expression	PRAMEF34P
Gene Expression	PRAMEF35P
Gene Expression	HNRNPCL2
Gene Expression	PRAMEF36P
Gene Expression	RP13-221M14.2
Gene Expression	PRAMEF26
Gene Expression	HNRNPCL4
Gene Expression	PRAMEF9
Gene Expression	PRAMEF13
Gene Expression	PRAMEF18
Gene Expression	PRAMEF31P
Gene Expression	PRAMEF5
Gene Expression	PRAMEF32P
Gene Expression	RNU6-771P
Gene Expression	PRAMEF8
Gene Expression	PRAMEF33
Gene Expression	PRAMEF15
Gene Expression	RP11-219C24.10
Gene Expression	PRAMEF14
Gene Expression	PRAMEF19
Gene Expression	PRAMEF17
Gene Expression	PRAMEF20
Gene Expression	LRRC38
Gene Expression	RP4-597A16.2
Gene Expression	BRWD1P1
Gene Expression	PDPN
Gene Expression	RNA5SP41
Gene Expression	CTA-520D8.2
Gene Expression	ENSG10010140100.1
Gene Expression	PRDM2
Gene Expression	KAZN
Gene Expression	RNU6-1265P
Gene Expression	RP11-344F13.1
Gene Expression	KAZN-AS1
Gene Expression	TBCAP2
Gene Expression	RP5-864I18.1
Gene Expression	TMEM51-AS1
Gene Expression	TMEM51
Gene Expression	C1orf195
Gene Expression	MFFP1
Gene Expression	ZBTB2P1
Gene Expression	FHAD1
Gene Expression	FHAD1-AS1
Gene Expression	RP3-467K16.7
Gene Expression	RP3-467K16.4
Gene Expression	EFHD2
Gene Expression	CTRC
Gene Expression	CELA2A
Gene Expression	CELA2B
Gene Expression	CASP9
Gene Expression	DNAJC16
Gene Expression	SCARNA21B
Gene Expression	RP4-680D5.8
Gene Expression	AGMAT
Gene Expression	RP4-680D5.2
Gene Expression	CHCHD2P6
Gene Expression	RNU7-179P
Gene Expression	CD24P1
Gene Expression	DDI2
Gene Expression	RSC1A1
Gene Expression	RP4-680D5.9
Gene Expression	PLEKHM2
Gene Expression	RP11-288I21.1
Gene Expression	SLC25A34
Gene Expression	SLC25A34-AS1
Gene Expression	TMEM82
Gene Expression	FBLIM1
Gene Expression	RPL12P14
Gene Expression	UQCRHL
Gene Expression	RP11-169K16.8
Gene Expression	FLJ37453
Gene Expression	SPEN
Gene Expression	RP1-134O19.3
Gene Expression	ZBTB17
Gene Expression	RP11-5P18.1
Gene Expression	RP11-5P18.3
Gene Expression	RP11-5P18.11
Gene Expression	TBC1D3P6
Gene Expression	SRARP
Gene Expression	RP11-5P18.5
Gene Expression	HSPB7
Gene Expression	CLCNKA
Gene Expression	RP11-5P18.10
Gene Expression	CLCNKB
Gene Expression	FAM131C
Gene Expression	EPHA2
Gene Expression	RP11-276H7.2
Gene Expression	RP11-276H7.3
Gene Expression	ARHGEF19
Gene Expression	ARHGEF19-AS1
Gene Expression	ANO7L1
Gene Expression	RP4-733M16.8
Gene Expression	CPLANE2
Gene Expression	MT1XP1
Gene Expression	FBXO42
Gene Expression	SZRD1
Gene Expression	RPL22P3
Gene Expression	SPATA21
Gene Expression	NECAP2
Gene Expression	LINC01772
Gene Expression	CROCCP3
Gene Expression	RNU1-1
Gene Expression	RP4-798A10.7
Gene Expression	RP4-798A10.8
Gene Expression	RP4-798A10.4
Gene Expression	LINC01783
Gene Expression	RNU1-6P
Gene Expression	PDE4DIPP8
Gene Expression	NBPF1
Gene Expression	RP5-1182A14.5
Gene Expression	CROCCP2
Gene Expression	RP5-1182A14.8
Gene Expression	MST1P2
Gene Expression	RP1-163M9.8
Gene Expression	RNU1-3
Gene Expression	RP5-875O13.7
Gene Expression	EIF1AXP1
Gene Expression	ESPNP
Gene Expression	RP1-163M9.7
Gene Expression	RP5-1182A14.7
Gene Expression	CROCC
Gene Expression	CROCCP4
Gene Expression	RNU1-4
Gene Expression	MST1L
Gene Expression	RP11-108M9.1
Gene Expression	PDE4DIPP9
Gene Expression	MIR3675
Gene Expression	RP11-108M9.3
Gene Expression	RNU1-5P
Gene Expression	RP11-108M9.4
Gene Expression	RP11-108M9.5
Gene Expression	RNU1-2
Gene Expression	RP11-108M9.6
Gene Expression	MFAP2
Gene Expression	RP1-37C10.7
Gene Expression	RP1-37C10.3
Gene Expression	ATP13A2
Gene Expression	RP1-37C10.8
Gene Expression	SDHB
Gene Expression	PADI2
Gene Expression	LINC02783
Gene Expression	RP11-380J14.4
Gene Expression	PADI1
Gene Expression	PADI3
Gene Expression	MIR3972
Gene Expression	PADI4
Gene Expression	PADI6
Gene Expression	RCC2
Gene Expression	RCC2-AS1
Gene Expression	ARHGEF10L
Gene Expression	LINC02810
Gene Expression	ACTL8
Gene Expression	RP11-658E23.1
Gene Expression	LINC01654
Gene Expression	IGSF21
Gene Expression	RP11-174G17.3
Gene Expression	IGSF21-AS1
Gene Expression	RP11-422P22.1
Gene Expression	KLHDC7A
Gene Expression	DYNLL1P3
Gene Expression	RP1-8B22.2
Gene Expression	PAX7
Gene Expression	TAS1R2
Gene Expression	ALDH4A1
Gene Expression	MIR4695
Gene Expression	MIR1290
Gene Expression	IFFO2
Gene Expression	RP5-1126H10.2
Gene Expression	UBR4
Gene Expression	EMC1-AS1
Gene Expression	EMC1
Gene Expression	MRTO4
Gene Expression	RP4-657E11.11
Gene Expression	AKR7L
Gene Expression	AKR7A3
Gene Expression	RP4-657E11.10
Gene Expression	AKR7A2
Gene Expression	RNU6-1099P
Gene Expression	SLC66A1
Gene Expression	CAPZB
Gene Expression	RN7SL277P
Gene Expression	MICOS10
Gene Expression	RNU4-28P
Gene Expression	RP5-1056L3.1
Gene Expression	NBL1
Gene Expression	MICOS10-NBL1
Gene Expression	RP5-1056L3.3
Gene Expression	HTR6
Gene Expression	TMCO4
Gene Expression	RNF186
Gene Expression	RP11-91K11.2
Gene Expression	OTUD3
Gene Expression	PLA2G2E
Gene Expression	RN7SL304P
Gene Expression	PLA2G2A
Gene Expression	PLA2G5
Gene Expression	PLA2G2D
Gene Expression	PLA2G2F
Gene Expression	RP3-340N1.2
Gene Expression	PLA2G2C
Gene Expression	UBXN10
Gene Expression	LINC01757
Gene Expression	RP3-340N1.7
Gene Expression	VWA5B1
Gene Expression	RP4-745E8.2
Gene Expression	LINC01141
Gene Expression	RP4-749H3.2
Gene Expression	RP4-749H3.4
Gene Expression	RP4-749H3.3
Gene Expression	CAMK2N1
Gene Expression	MUL1
Gene Expression	RPS4XP4
Gene Expression	FAM43B
Gene Expression	CDA
Gene Expression	PINK1
Gene Expression	MIR6084
Gene Expression	PINK1-AS
Gene Expression	DDOST
Gene Expression	KIF17
Gene Expression	RP5-930J4.5
Gene Expression	SH2D5
Gene Expression	RP5-930J4.2
Gene Expression	HP1BP3
Gene Expression	EIF4G3
Gene Expression	RNU7-200P
Gene Expression	MIR1256
Gene Expression	RPS15AP6
Gene Expression	RP11-487E1.2
Gene Expression	HSPE1P27
Gene Expression	RP3-329E20.3
Gene Expression	ECE1
Gene Expression	RP3-329E20.2
Gene Expression	ECE1-AS1
Gene Expression	PPP1R11P1
Gene Expression	PDE4DIPP10
Gene Expression	RP11-293F5.1
Gene Expression	NBPF2P
Gene Expression	HS6ST1P1
Gene Expression	CROCCP5
Gene Expression	NBPF3
Gene Expression	PFN1P10
Gene Expression	ALPL
Gene Expression	LINC02596
Gene Expression	RAP1GAP
Gene Expression	USP48
Gene Expression	RP11-132G19.3
Gene Expression	LDLRAD2
Gene Expression	HSPG2
Gene Expression	RP11-26H16.1
Gene Expression	RP11-26H16.4
Gene Expression	CELA3B
Gene Expression	RP1-224A6.11
Gene Expression	RN7SL386P
Gene Expression	RNU6-1022P
Gene Expression	CELA3A
Gene Expression	RN7SL186P
Gene Expression	RNU6-776P
Gene Expression	LINC01635
Gene Expression	LINC00339
Gene Expression	CDC42
Gene Expression	CDC42-AS1
Gene Expression	RP1-224A6.10
Gene Expression	CDC42-IT1
Gene Expression	MPHOSPH6P1
Gene Expression	WNT4
Gene Expression	RP1-163O16.1
Gene Expression	MIR4418
Gene Expression	PPIAP34
Gene Expression	RP11-415K20.2
Gene Expression	ZBTB40
Gene Expression	ZBTB40-IT1
Gene Expression	EPHA8
Gene Expression	MIR6127
Gene Expression	C1QA
Gene Expression	C1QC
Gene Expression	C1QB
Gene Expression	EPHB2
Gene Expression	MIR4684
Gene Expression	RP11-69E9.1
Gene Expression	MIR4253
Gene Expression	LACTBL1
Gene Expression	TEX46
Gene Expression	KDM1A
Gene Expression	RP1-184J9.2
Gene Expression	MIR3115
Gene Expression	ENSG00000266802
Gene Expression	LUZP1
Gene Expression	RP5-979D14.1
Gene Expression	RNU6-514P
Gene Expression	RNU6-135P
Gene Expression	HTR1D
Gene Expression	RP5-1057J7.1
Gene Expression	LINC01355
Gene Expression	RP5-1057J7.8
Gene Expression	HNRNPR
Gene Expression	ZNF436
Gene Expression	ZNF436-AS1
Gene Expression	Y_RNA
Gene Expression	RP5-1057J7.7
Gene Expression	TCEA3
Gene Expression	RP4-654C18.1
Gene Expression	ASAP3
Gene Expression	E2F2
Gene Expression	RP1-150O5.3
Gene Expression	ID3
Gene Expression	RP1-150O5.4
Gene Expression	MDS2
Gene Expression	RP11-223J15.2
Gene Expression	RPL11
Gene Expression	ELOA-AS1
Gene Expression	ELOA
Gene Expression	PITHD1
Gene Expression	LYPLA2
Gene Expression	GALE
Gene Expression	HMGCL
Gene Expression	FUCA1
Gene Expression	CNR2
Gene Expression	BTBD6P1
Gene Expression	RP11-4M23.3
Gene Expression	MIR378F
Gene Expression	H3P1
Gene Expression	PNRC2
Gene Expression	SRSF10
Gene Expression	RP11-4M23.7
Gene Expression	RP11-293P20.2
Gene Expression	MYOM3
Gene Expression	MYOM3-AS1
Gene Expression	IL22RA1
Gene Expression	IFNLR1
Gene Expression	LINC02800
Gene Expression	GRHL3-AS1
Gene Expression	GRHL3
Gene Expression	STPG1
Gene Expression	NIPAL3
Gene Expression	RCAN3AS
Gene Expression	RCAN3
Gene Expression	NCMAP-DT
Gene Expression	NCMAP
Gene Expression	RP11-496D1.2
Gene Expression	Y_RNA
Gene Expression	SRRM1
Gene Expression	RP11-373M8.2
Gene Expression	CLIC4
Gene Expression	RNU6-1208P
Gene Expression	RUNX3
Gene Expression	MIR6731
Gene Expression	RUNX3-AS1
Gene Expression	RP11-84D1.2
Gene Expression	MIR4425
Gene Expression	LINC02793
Gene Expression	RP4-799D16.1
Gene Expression	IFITM3P7
Gene Expression	RP4-706G24.1
Gene Expression	SYF2
Gene Expression	RP3-465N24.7
Gene Expression	RP3-465N24.8
Gene Expression	RSRP1
Gene Expression	RP3-465N24.6
Gene Expression	RP3-465N24.5
Gene Expression	RHD
Gene Expression	SDHDP6
Gene Expression	RP11-335G20.7
Gene Expression	TMEM50A
Gene Expression	RHCE
Gene Expression	RP3-469D22.1
Gene Expression	MACO1
Gene Expression	LDLRAP1
Gene Expression	RP11-70P17.1
Gene Expression	MAN1C1
Gene Expression	RP1-187B23.1
Gene Expression	SELENON
Gene Expression	RP1-317E23.6
Gene Expression	RP1-317E23.3
Gene Expression	MTFR1L
Gene Expression	RP1-317E23.7
Gene Expression	AUNIP
Gene Expression	RP1-125I3.2
Gene Expression	PAQR7
Gene Expression	Y_RNA
Gene Expression	STMN1
Gene Expression	SNRPFP2
Gene Expression	RP1-125I3.4
Gene Expression	MIR3917
Gene Expression	PAFAH2
Gene Expression	RNU6-110P
Gene Expression	ENSG10010139548.1
Gene Expression	ENSG10010134544.1
Gene Expression	EXTL1
Gene Expression	SLC30A2
Gene Expression	RP11-96L14.9
Gene Expression	TRIM63
Gene Expression	PDIK1L
Gene Expression	FAM110D
Gene Expression	C1orf232
Gene Expression	ZNF593OS
Gene Expression	ZNF593
Gene Expression	CNKSR1
Gene Expression	CATSPER4
Gene Expression	ZPLD2P
Gene Expression	RP11-231P20.6
Gene Expression	CEP85
Gene Expression	RP11-231P20.5
Gene Expression	SH3BGRL3
Gene Expression	UBXN11
Gene Expression	CD52
Gene Expression	CRYBG2
Gene Expression	RP11-569G9.7
Gene Expression	ZNF683
Gene Expression	LIN28A
Gene Expression	DHDDS
Gene Expression	RP3-476K8.4
Gene Expression	DHDDS-AS1
Gene Expression	HMGN2
Gene Expression	DPPA2P2
Gene Expression	RPS6KA1
Gene Expression	MIR1976
Gene Expression	RN7SL679P
Gene Expression	Y_RNA
Gene Expression	RNU7-29P
Gene Expression	RP11-492M19.3
Gene Expression	ENSG10010138693.1
Gene Expression	RP4-785J1.1
Gene Expression	RP5-968P14.2
Gene Expression	ARID1A
Gene Expression	PIGV
Gene Expression	RN7SL165P
Gene Expression	RP1-50O24.8
Gene Expression	ZDHHC18
Gene Expression	SFN
Gene Expression	GPN2
Gene Expression	RP1-50O24.6
Gene Expression	GPATCH3
Gene Expression	NUDC
Gene Expression	NR0B2
Gene Expression	KDF1
Gene Expression	RPL12P13
Gene Expression	RPL32P6
Gene Expression	OSTCP2
Gene Expression	TRNP1
Gene Expression	TENT5B
Gene Expression	SLC9A1
Gene Expression	RP11-40H20.5
Gene Expression	CHCHD3P3
Gene Expression	NPM1P39
Gene Expression	SNRPEP7
Gene Expression	RP11-40H20.4
Gene Expression	WDTC1
Gene Expression	Y_RNA
Gene Expression	RP11-4K3__A.3
Gene Expression	TMEM222
Gene Expression	RNU6-48P
Gene Expression	ACTG1P20
Gene Expression	SYTL1
Gene Expression	MAP3K6
Gene Expression	FCN3
Gene Expression	CD164L2
Gene Expression	RP1-144C9.2
Gene Expression	GPR3
Gene Expression	WASF2
Gene Expression	RP4-752I6.1
Gene Expression	RP1-159A19.4
Gene Expression	AHDC1
Gene Expression	FGR
Gene Expression	RP1-159A19.3
Gene Expression	LINC02574
Gene Expression	IFI6
Gene Expression	RP11-288L9.4
Gene Expression	RNU6-949P
Gene Expression	CHMP1AP1
Gene Expression	RNU6-424P
Gene Expression	RP3-426I6.8
Gene Expression	FAM76A
Gene Expression	RP3-426I6.2
Gene Expression	RPEP3
Gene Expression	STX12
Gene Expression	RP3-426I6.5
Gene Expression	RP3-426I6.6
Gene Expression	RNU6-1245P
Gene Expression	RP3-426I6.7
Gene Expression	PPP1R8
Gene Expression	SCARNA1
Gene Expression	THEMIS2
Gene Expression	RPA2
Gene Expression	SMPDL3B
Gene Expression	RP11-460I13.2
Gene Expression	XKR8
Gene Expression	EYA3
Gene Expression	RP11-460I13.6
Gene Expression	RN7SL559P
Gene Expression	SPCS2P4
Gene Expression	RP5-1053E7.2
Gene Expression	RP5-1053E7.3
Gene Expression	RNU6-176P
